scenario,policy,metric,n_replications,mean,sd,ci95_low,ci95_high,unit
abrupt_behavior_change,fixed,overflow_incidents,2,53.5,4.949747468305833,9.028283423388572,97.97171657661143,count
abrupt_behavior_change,fixed,overflow_bin_hours,2,651.5,61.518289963229634,98.78009397640085,1204.2199060235992,bin-hours
abrupt_behavior_change,fixed,overflow_spilled_kg,2,3399.837072671478,843.6019009674496,-4179.625290517713,10979.299435860668,kg
abrupt_behavior_change,fixed,distance_km,2,610.9139999999998,0.4921463197057753,606.4922407518116,615.335759248188,km
abrupt_behavior_change,fixed,travel_time_hours,2,21.710322916666676,0.04994039851405475,21.26162623816719,22.159019595166164,hours
abrupt_behavior_change,fixed,service_time_hours,2,52.799999999999855,0.0,52.799999999999855,52.799999999999855,hours
abrupt_behavior_change,fixed,depot_unloading_time_hours,2,7.4999999999999964,0.23570226039551562,5.38229921063755,9.617700789362443,hours
abrupt_behavior_change,fixed,turnaround_time_hours,2,0.75,0.11785113019775789,-0.3088503946812242,1.8088503946812242,hours
abrupt_behavior_change,fixed,idling_time_hours,2,60.299999999999855,0.2357022603955175,58.18229921063739,62.41770078936232,hours
abrupt_behavior_change,fixed,collection_trips,2,22.5,0.7071067811865476,16.14689763191265,28.85310236808735,count
abrupt_behavior_change,fixed,collection_stops,2,396.0,0.0,396.0,396.0,count
abrupt_behavior_change,fixed,wasted_pickups,2,135.5,30.405591591021544,-137.68340182775592,408.6834018277559,count
abrupt_behavior_change,fixed,base_driving_fuel_l,2,274.9112999999999,0.22146584386766321,272.92150833831465,276.9010916616852,litres
abrupt_behavior_change,fixed,traffic_fuel_penalty_l,2,47.202828749999995,0.6111470876786775,41.71189002152983,52.69376747847016,litres
abrupt_behavior_change,fixed,payload_fuel_penalty_l,2,16.25638775523123,1.254057899721726,4.989124557625351,27.52365095283711,litres
abrupt_behavior_change,fixed,driving_fuel_l,2,338.37051650523114,2.086670831268107,319.62252291746944,357.11851009299284,litres
abrupt_behavior_change,fixed,collection_idle_fuel_l,2,158.40000000000117,0.0,158.40000000000117,158.40000000000117,litres
abrupt_behavior_change,fixed,depot_idle_fuel_l,2,22.5,0.7071067811865476,16.14689763191265,28.85310236808735,litres
abrupt_behavior_change,fixed,fuel_l,2,519.2705165052323,2.7937776124546545,494.1694205493833,544.3716124610813,litres
abrupt_behavior_change,fixed,co2_kg,2,1391.6449842340226,7.487324001378583,1324.3740470723462,1458.915921395699,kg
abrupt_behavior_change,fixed,collected_kg,2,125372.38476938166,6751.285975875243,64714.486892918896,186030.28264584445,kg
abrupt_behavior_change,fixed,mean_fill_at_collection_pct,2,63.68739949224391,3.7013671073246814,30.431935451514654,96.94286353297318,%
abrupt_behavior_change,fixed,truck_utilization_pct,2,61.89046370802487,1.388938757427186,49.41134408463237,74.36958333141737,%
abrupt_behavior_change,fixed,unserved_required_bins,2,0.0,0.0,0.0,0.0,count
abrupt_behavior_change,fixed,inspection_events,2,30.0,8.48528137423857,-46.23722841704816,106.23722841704816,count
abrupt_behavior_change,fixed,routing_fallbacks,2,0.0,0.0,0.0,0.0,count
abrupt_behavior_change,fixed,overflow_incidents_post_warmup,2,53.5,4.949747468305833,9.028283423388572,97.97171657661143,count
abrupt_behavior_change,fixed,overflow_bin_hours_post_warmup,2,651.5,61.518289963229634,98.78009397640085,1204.2199060235992,bin-hours
abrupt_behavior_change,fixed,overflow_spilled_kg_post_warmup,2,3399.837072671478,843.6019009674496,-4179.625290517713,10979.299435860668,kg
abrupt_behavior_change,fixed,distance_km_post_warmup,2,610.9139999999998,0.4921463197057753,606.4922407518116,615.335759248188,km
abrupt_behavior_change,fixed,travel_time_hours_post_warmup,2,21.710322916666676,0.04994039851405475,21.26162623816719,22.159019595166164,hours
abrupt_behavior_change,fixed,service_time_hours_post_warmup,2,52.799999999999855,0.0,52.799999999999855,52.799999999999855,hours
abrupt_behavior_change,fixed,depot_unloading_time_hours_post_warmup,2,7.4999999999999964,0.23570226039551562,5.38229921063755,9.617700789362443,hours
abrupt_behavior_change,fixed,turnaround_time_hours_post_warmup,2,0.75,0.11785113019775789,-0.3088503946812242,1.8088503946812242,hours
abrupt_behavior_change,fixed,idling_time_hours_post_warmup,2,60.299999999999855,0.2357022603955175,58.18229921063739,62.41770078936232,hours
abrupt_behavior_change,fixed,collection_trips_post_warmup,2,22.5,0.7071067811865476,16.14689763191265,28.85310236808735,count
abrupt_behavior_change,fixed,collection_stops_post_warmup,2,396.0,0.0,396.0,396.0,count
abrupt_behavior_change,fixed,wasted_pickups_post_warmup,2,135.5,30.405591591021544,-137.68340182775592,408.6834018277559,count
abrupt_behavior_change,fixed,base_driving_fuel_l_post_warmup,2,274.9112999999999,0.22146584386766321,272.92150833831465,276.9010916616852,litres
abrupt_behavior_change,fixed,traffic_fuel_penalty_l_post_warmup,2,47.202828749999995,0.6111470876786775,41.71189002152983,52.69376747847016,litres
abrupt_behavior_change,fixed,payload_fuel_penalty_l_post_warmup,2,16.25638775523123,1.254057899721726,4.989124557625351,27.52365095283711,litres
abrupt_behavior_change,fixed,driving_fuel_l_post_warmup,2,338.37051650523114,2.086670831268107,319.62252291746944,357.11851009299284,litres
abrupt_behavior_change,fixed,collection_idle_fuel_l_post_warmup,2,158.40000000000117,0.0,158.40000000000117,158.40000000000117,litres
abrupt_behavior_change,fixed,depot_idle_fuel_l_post_warmup,2,22.5,0.7071067811865476,16.14689763191265,28.85310236808735,litres
abrupt_behavior_change,fixed,fuel_l_post_warmup,2,519.2705165052323,2.7937776124546545,494.1694205493833,544.3716124610813,litres
abrupt_behavior_change,fixed,co2_kg_post_warmup,2,1391.6449842340226,7.487324001378583,1324.3740470723462,1458.915921395699,kg
abrupt_behavior_change,fixed,collected_kg_post_warmup,2,125372.38476938166,6751.285975875243,64714.486892918896,186030.28264584445,kg
abrupt_behavior_change,fixed,mean_fill_at_collection_pct_post_warmup,2,63.68739949224391,3.7013671073246814,30.431935451514654,96.94286353297318,%
abrupt_behavior_change,fixed,truck_utilization_pct_post_warmup,2,61.89046370802487,1.388938757427186,49.41134408463237,74.36958333141737,%
abrupt_behavior_change,fixed,unserved_required_bins_post_warmup,2,0.0,0.0,0.0,0.0,count
abrupt_behavior_change,fixed,inspection_events_post_warmup,2,30.0,8.48528137423857,-46.23722841704816,106.23722841704816,count
abrupt_behavior_change,fixed,routing_fallbacks_post_warmup,2,0.0,0.0,0.0,0.0,count
abrupt_behavior_change,fixed,uncollected_kg_at_horizon,2,12801.307817110564,2033.8609636198278,-5472.207934854288,31074.823569075415,kg
abrupt_behavior_change,fixed,unfinished_trip_count,2,0.0,0.0,0.0,0.0,count
abrupt_behavior_change,smart,overflow_incidents,2,6.5,6.363961030678928,-50.67792131278612,63.67792131278612,count
abrupt_behavior_change,smart,overflow_bin_hours,2,149.0,200.8183258569795,-1655.2810725368063,1953.2810725368063,bin-hours
abrupt_behavior_change,smart,overflow_spilled_kg,2,260.19263213569263,253.215334036625,-2014.856881043429,2535.2421453148145,kg
abrupt_behavior_change,smart,distance_km,2,1183.2434999999996,56.171855590678206,678.5594009815084,1687.9275990184908,km
abrupt_behavior_change,smart,travel_time_hours,2,35.708050000000014,3.282279683879759,6.217937067707009,65.19816293229302,hours
abrupt_behavior_change,smart,service_time_hours,2,54.86666666666652,0.659966329107442,48.937104456451685,60.79622887688135,hours
abrupt_behavior_change,smart,depot_unloading_time_hours,2,15.666666666666675,0.9428090415820638,7.195863509216876,24.137469824116472,hours
abrupt_behavior_change,smart,turnaround_time_hours,2,0.0,0.0,0.0,0.0,hours
abrupt_behavior_change,smart,idling_time_hours,2,70.53333333333319,1.602775370689497,56.132967965668634,84.93369870099775,hours
abrupt_behavior_change,smart,collection_trips,2,47.0,2.8284271247461903,21.58759052765061,72.4124094723494,count
abrupt_behavior_change,smart,collection_stops,2,411.5,4.949747468305833,367.0282834233886,455.9717165766114,count
abrupt_behavior_change,smart,wasted_pickups,2,73.5,17.67766952966369,-85.32755920218366,232.32755920218366,count
abrupt_behavior_change,smart,base_driving_fuel_l,2,532.459575,25.27733501580504,305.3517304416803,759.5674195583197,litres
abrupt_behavior_change,smart,traffic_fuel_penalty_l,2,40.382898749999995,19.93385104629817,-138.71564712284317,219.48144462284313,litres
abrupt_behavior_change,smart,payload_fuel_penalty_l,2,14.52436388179293,1.1121208474502433,4.5323545028424785,24.51637326074338,litres
abrupt_behavior_change,smart,driving_fuel_l,2,587.3668376317929,46.32330690955348,171.1684378216794,1003.5652374419064,litres
abrupt_behavior_change,smart,collection_idle_fuel_l,2,164.60000000000127,1.9798989873223611,146.81131336935644,182.3886866306461,litres
abrupt_behavior_change,smart,depot_idle_fuel_l,2,47.0,2.8284271247461903,21.58759052765061,72.4124094723494,litres
abrupt_behavior_change,smart,fuel_l,2,798.9668376317941,51.13163302162205,339.5673417186862,1258.3663335449019,litres
abrupt_behavior_change,smart,co2_kg,2,2141.2311248532087,137.03277649794725,910.0404758060781,3372.4217739003393,kg
abrupt_behavior_change,smart,collected_kg,2,129798.08141512703,5753.172269702307,78107.87939312507,181488.283437129,kg
