scenario,metric,direction_better,n_paired_replications,fixed_mean,smart_mean,beneficial_difference,beneficial_difference_ci95_low,beneficial_difference_ci95_high,beneficial_change_pct_vs_fixed,paired_sign_flip_p,paired_difference_shapiro_p,unit
event_heavy,collection_idle_fuel_l,lower,2,158.40000000000117,120.80000000000064,37.600000000000534,22.352554316590684,52.847445683410385,23.7373737373739,0.49705,,litres
event_heavy,depot_idle_fuel_l,lower,2,18.0,34.0,-16.0,-41.41240947234939,9.412409472349388,-88.88888888888889,0.50165,,litres
event_heavy,fuel_l,lower,2,504.419965177128,570.4503563234666,-66.03039114633859,-247.90175394286217,115.840971650185,-13.090360355413747,0.49865,,litres
event_heavy,co2_kg,lower,2,1351.8455066747033,1528.8069549468905,-176.96144827218745,-664.3767005668692,310.45380402249435,-13.090360355413745,0.50685,,kg
event_heavy,collected_kg,higher,2,97579.03446039865,96170.02919171198,-1409.005268686662,-14484.966814447465,11666.956277074141,-1.4439631181824113,0.49985,,kg
event_heavy,mean_fill_at_collection_pct,higher,2,49.89641106452635,64.9343900437477,15.037978979221343,9.135333479813223,20.940624478629463,30.13839804986001,0.49595,,%
event_heavy,truck_utilization_pct,higher,2,60.23397188913496,31.59565681672021,-28.638315072414755,-33.0044838542364,-24.272146290593113,-47.54512142271752,0.50195,,%
event_heavy,unserved_required_bins,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
event_heavy,inspection_events,lower,2,30.5,395.0,-364.5,-1298.40604810884,569.4060481088401,-1195.0819672131147,0.5008,,count
event_heavy,routing_fallbacks,lower,2,0.0,0.0,0.0,0.0,0.0,,1.0,,count
event_heavy,overflow_incidents_post_warmup,lower,2,3.0,2.5,0.5,-31.265511840436734,32.26551184043673,16.666666666666668,1.0,,count
event_heavy,overflow_bin_hours_post_warmup,lower,2,25.0,31.5,-6.5,-355.9206302448041,342.9206302448041,-26.0,1.0,,bin-hours
event_heavy,overflow_spilled_kg_post_warmup,lower,2,116.46151654214862,29.164437827444324,87.2970787147043,-382.8108544460759,557.4050118754844,74.9578756198925,0.4992,,kg
event_heavy,distance_km_post_warmup,lower,2,592.5419999999997,846.4274999999998,-253.88550000000015,-667.3136366032867,159.54263660328638,-42.84683617363837,0.49995,,km
event_heavy,travel_time_hours_post_warmup,lower,2,21.251100000000005,25.19666250000001,-3.945562500000003,-9.89792528871373,2.0068002887137224,-18.56639185736269,0.4937,,hours
event_heavy,service_time_hours_post_warmup,lower,2,52.799999999999855,40.266666666666566,12.533333333333289,7.450851438863429,17.615815227803147,23.73737373737372,0.49825,,hours
event_heavy,depot_unloading_time_hours_post_warmup,lower,2,5.999999999999998,11.333333333333336,-5.3333333333333375,-13.804136490783147,3.1374698241164722,-88.88888888888899,0.50485,,hours
